Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
construction site,65,65,210,32,1.20,https://www.cougnaud-construction.com/,0,0,0.00,0.01,2910000000,"[81,53,53,43,65,81,53,43,81,81,65,65]",2023-06-07,"Instant answer, Image pack, Reviews, Related searches",informational,Organic
senat de paris,41,41,90,30,0.00,https://www.cougnaud-construction.com/realisations/le-senat/,0,0,0.00,0,5820000,"[42,42,7,7,34,42,26,19,42,34,53,26]",2023-06-13,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Related searches","navigational, transactional",Organic
paris fc u12,83,83,40,17,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,0,0,0.00,0,86,"[78,14,14,14,14,14,14,14,14,28,64,78]",2023-06-10,"Image pack, Reviews, People also ask, Indented, Related searches",informational,Organic
brest - calvi,56,0,40,23,0.12,https://www.cougnaud-construction.com/realisations/hebergement-et-stockage/,0,0,0.00,0.39,1790000,"[0,0,0,0,18,18,18,18,100,81,63,63]",2023-06-25,"Instant answer, Image pack, Reviews, Ads top, FAQ, Flights, Indented",informational,Organic
collège samatan,20,20,260,24,0.00,https://www.cougnaud-construction.com/realisations/extension-du-college-belleforest-de-samatan/,0,0,0.00,0,99,"[81,66,22,29,66,43,54,43,100,43,66,54]",2023-06-19,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches","informational, transactional",Organic
camp raffalli,34,34,210,27,0.00,https://www.cougnaud-construction.com/realisations/hebergement-et-stockage/,0,0,0.00,0,90,"[100,82,82,82,82,28,35,35,53,28,23,35]",2023-06-11,"Knowledge panel, Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
daux restaurant,32,32,50,23,0.24,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-3r/,0,0,0.00,0.02,69,"[6,6,34,34,6,34,6,6,6,6,28,34]",2023-06-06,"Local pack, Sitelinks, Reviews, Image, FAQ, Find results on, Indented, Related searches",commercial,Organic
maison modulaire occasion,28,28,70,15,0.38,https://www.cougnaud-construction.com/,0,0,0.00,1,728000,"[18,18,45,100,36,27,45,63,100,100,100,100]",2023-06-10,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
radiologie la ferté bernard,81,81,110,17,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-centre-hospitalier-la-ferte-bernard/,0,0,0.00,0,84,"[100,78,50,50,78,78,78,78,78,64,78,64]",2023-06-07,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
hopital sens 89,26,26,140,24,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-sens/,0,0,0.00,0,928000,"[64,64,82,82,100,64,82,52,100,64,100,82]",2023-06-10,"Knowledge panel, Sitelinks, Reviews, Related searches",navigational,Organic
structures modulaires,10,10,110,35,1.68,https://www.cougnaud-construction.com/,0,0,0.00,1,6310000,"[14,9,9,4,33,80,66,52,80,80,100,80]",2023-06-07,"Knowledge panel, Local pack, Reviews, People also ask, Find results on, Indented, Related searches",informational,Organic
lycee la perouse,42,42,720,32,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen/,0,0,0.00,0,80,"[72,100,59,59,88,88,72,72,100,59,88,48]",2023-06-20,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Related searches","commercial, navigational",Organic
cougnaud corbas,12,12,110,24,1.87,https://www.cougnaud-construction.com/,0,0,0.00,0.06,71,"[6,34,34,34,28,34,34,34,28,28,28,34]",2023-05-31,"Knowledge panel, Image pack, Image, Indented, Related searches",informational,Organic
préfabriqué bois,50,50,140,14,0.62,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/,0,0,0.00,1,1100000,"[42,53,53,42,53,42,53,42,53,53,53,65]",2023-06-21,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches","informational, transactional",Organic
crèche sainte luce sur loire,26,26,90,13,0.34,https://www.cougnaud-construction.com/realisations/accueil-periscolaire-sainte-luce-sur-loire/,0,0,0.00,0.15,78,"[81,45,45,63,100,100,100,81,100,100,81,100]",2023-05-31,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
salle des fetes saint avertin,38,38,140,19,0.00,https://www.cougnaud-construction.com/realisations/salle-polyvalente-saint-avertin/,0,0,0.00,0.01,75,"[19,23,6,9,15,23,54,15,23,12,12,6]",2023-06-03,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
cantine l hay les roses,58,58,50,13,0.00,https://www.cougnaud-construction.com/secteurs/restaurants/,0,0,0.00,0,95,"[78,64,78,14,14,64,64,64,0,0,0,0]",2023-06-01,"Image pack, Reviews, Indented, Related searches",commercial,Organic
locaux sociaux,15,15,170,17,0.00,https://www.cougnaud-construction.com/realisations/locaux-sociaux/,0,0,0.00,0.01,62700000,"[80,80,66,66,66,100,80,100,100,66,100,100]",2023-06-20,"Image pack, Reviews, Featured snippet, Indented",informational,Organic
vestiaires rugbymen,74,74,170,23,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-club-house-meyzieu/,0,0,0.00,0.01,17400000,"[43,53,53,35,28,0,0,53,53,43,100,66]",2023-06-21,"Local pack, Image pack, Reviews, People also ask, Find results on, Related searches",informational,Organic
mazurelle la roche sur yon,73,73,390,28,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-ch-georges-mazurelle/,0,0,0.00,0,85,"[66,66,66,35,81,100,66,81,54,54,54,54]",2023-06-23,"Knowledge panel, Image pack, Sitelinks, Reviews, Twitter carousel, Indented, Related searches",navigational,Organic
groupe cougnaud,2,2,110,47,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.07,70,"[52,52,42,33,80,66,66,52,80,66,80,52]",2023-06-17,"Knowledge panel, Local pack, Sitelinks, Reviews, Find results on, Related searches","commercial, navigational",Organic
la poste corbeil essonne,79,79,90,25,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-mairie-corbeil-essonne/,0,0,0.00,0,427000,"[65,34,11,15,34,65,15,19,65,65,19,15]",2023-06-16,"Local pack, Image pack, Reviews, Image, Indented, Related searches",commercial,Organic
centre deformation football,77,77,880,31,0.53,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0.19,42000000,"[100,0,66,52,0,36,36,0,0,0,0,0]",2023-06-19,"Knowledge panel, Local pack, Top stories, People also ask, Find results on, Indented, Related searches",commercial,Organic
complexe sportif du val de moine,63,63,140,11,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-clisson/,0,0,0.00,0.01,83,"[28,28,5,28,43,43,43,28,100,53,5,5]",2023-06-16,"Knowledge panel, Sitelinks, Image, Indented",informational,Organic
cpnstruction,88,88,70,61,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,2900000000,"[0,100,100,0,0,0,0,7,0,0,23,0]",2023-06-14,"Instant answer, Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches, See results about",commercial,Organic
bulteau services,72,72,70,24,1.53,https://www.cougnaud-construction.com/realisations/locaux-commerciaux-bulteau/,0,0,0.00,0.13,143000,"[0,0,0,0,78,78,100,78,78,78,78,78]",2023-06-09,"Knowledge panel, Sitelinks, Reviews, Ads bottom, Related searches",navigational,Organic
gabius,12,12,70,18,0.00,https://www.cougnaud-construction.com/realisations/commerce-multi-services-le-gabius/,0,0,0.00,0,307000,"[5,28,28,5,28,23,17,23,23,12,12,12]",2023-06-13,"Knowledge panel, Image pack, Reviews, Related searches","informational, transactional",Organic
restaurant zone de brais,23,23,90,19,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,81,"[14,14,14,78,14,78,78,100,78,78,64,64]",2023-06-22,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
lycée la pérouse kerichen,50,50,110,29,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen-brest-29/,0,0,0.00,0,85,"[15,28,53,21,6,100,43,43,21,34,65,34]",2023-05-29,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
ossature définition,73,73,260,36,0.00,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/fob/,0,0,0.00,0,915000,"[66,82,43,43,66,82,82,66,82,82,100,53]",2023-06-03,"Instant answer, Knowledge panel, Reviews, People also ask, Indented, Related searches",informational,Organic
notre dame la roche sur yon,43,43,40,18,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-notre-dame-du-roc/,0,0,0.00,0,3330000,"[11,11,11,11,11,11,11,11,64,64,11,11]",2023-06-01,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
construcsion,82,82,260,63,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,3020000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2023-06-02,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, Video Carousel, People also ask, Find results on, Indented, Related searches",commercial,Organic
eco campus du batiment,64,64,90,24,0.00,https://www.cougnaud-construction.com/construire-reponsable/cougnaud-campus-un-batiment-eco-concu-et-eco-construit/,0,0,0.00,0,1650000,"[0,100,78,78,78,78,14,64,100]",2023-06-24,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",navigational,Organic
lycee hotelier notre dame,52,52,90,19,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-notre-dame-du-roc/,0,0,0.00,0,92,"[34,34,6,34,43,34,34,34,53,6,28,6]",2023-06-12,"Knowledge panel, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
maison médicale montpon,18,18,110,23,0.00,https://www.cougnaud-construction.com/realisations/maison-de-sante-isle-double-landais/,0,0,0.00,0,95,"[100,100,100,100,78,78,64,78,64,64,78,50]",2023-06-03,"Knowledge panel, Reviews, Indented, Related searches",informational,Organic
veterinaire perouse,67,67,70,20,0.00,https://www.cougnaud-construction.com/plan-du-site/,0,0,0.00,0,98,"[41,52,29,23,41,41,17,100,17,82,52,23]",2023-06-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
maison de l'intercommunalité,20,20,110,12,0.00,https://www.cougnaud-construction.com/realisations/terres-des-confluences/,0,0,0.00,0,5650000,"[11,11,11,19,80,53,100,65,80,53,42,26]",2023-06-07,"Local pack, Image pack, Sitelinks, Reviews, Image, Video Carousel, Find results on, Indented, Related searches",commercial,Organic
cci les sables d'olonne,15,15,40,13,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-cci-sables-d-olonne/,0,0,0.00,0,85,"[60,60,100,80,80,60,60,60,100,60,100,60]",2023-06-07,"Local pack, Image pack, Find results on, Indented, Related searches",commercial,Organic
musée français de la photographie,21,21,390,26,0.00,https://www.cougnaud-construction.com/realisations/musee-francais-de-la-photographie/,0,0,0.00,0.01,16700000,"[66,66,54,54,100,81,100,54,81,66,66,54]",2023-06-19,"Knowledge panel, Sitelinks, Reviews, Image, Related searches",navigational,Organic
locaux france tv,9,9,90,12,0.00,https://www.cougnaud-construction.com/realisations/locaux-administratifs-france-televisions/,0,0,0.00,0,460000000,"[78,78,14,14,78,78,78,50,50,14,64,78]",2023-06-18,"Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
centre d'entrainement paris fc,5,5,140,21,0.00,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0,1520000,"[100,100,100,80,52,33,42,100,66,42,80,52]",2023-06-20,"Sitelinks, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
af constructions,61,61,90,20,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0.01,790000000,"[63,81,63,45,81,100,63,81,81,63,100,81]",2023-06-02,"Knowledge panel, Reviews, Indented, Related searches",informational,Organic
charcot hopital,48,48,170,18,0.00,https://www.cougnaud-construction.com/realisations/centre-hospitalier-charcot/,0,0,0.00,0,229000,"[23,28,23,43,35,35,35,28,43,100,35,35]",2023-06-02,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches",commercial,Organic
communauté de communes bléré,48,48,140,20,0.00,https://www.cougnaud-construction.com/realisations/accueil-periscolaire-blere-val-de-cher/,0,0,0.00,0,84,"[100,100,82,64,64,64,64,64,100,82,100,100]",2023-06-07,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
paris fc orly,7,7,70,29,0.00,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0,1410000,"[34,6,34,34,6,6,6,6,34,15,6,34]",2023-06-13,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches","informational, transactional",Organic
paris fc orly,8,8,70,29,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,0,0,0.00,0,1410000,"[34,6,34,34,6,6,6,6,34,15,6,34]",2023-06-13,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches","informational, transactional",Organic
lycee et collège georges de la tour,21,21,320,34,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0.01,93,"[0,0,8,8,100,55,45,30,55,1,6,1]",2023-06-16,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
dimension algeco,74,75,320,13,0.50,https://www.cougnaud-construction.com/,0,0,0.00,0.19,98800,"[66,35,54,35,54,54,54,35,54,81,81,81]",2023-06-25,"Image pack, Reviews, Featured snippet, Image, Ads bottom, People also ask, Indented, Related searches",informational,Organic
finist mer,34,39,880,27,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-finist-merc/,0,0,0.00,0,96,"[20,24,80,100,27,7,4,1,7,7,10,10]",2023-06-25,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, FAQ, Find results on, Indented, Related searches","commercial, navigational",Organic
hoffmann cement,47,47,50,31,0.00,https://www.cougnaud-construction.com/realisations/hoffmann-green-cement-technologies/,0,0,0.00,0.33,1790000,"[71,71,57,28,100,71,71,42,71,57,100,57]",2023-06-13,"Knowledge panel, Local pack, Image pack, Sitelinks, Tweet, Image, Indented, Related searches",navigational,Organic
vestiaire sportif,22,22,210,11,1.48,https://www.cougnaud-construction.com/scolaire/vestiaires-sportif/,0,0,0.00,1,2340000,"[65,65,65,53,100,65,65,53,65,65,65,81]",2023-06-10,"Local pack, Image pack, Reviews, Image, Video Carousel, Find results on, Indented, Related searches",informational,Organic
foyer de l'enfance troyes,34,34,40,14,0.00,https://www.cougnaud-construction.com/foyer-de-lenfance-construit-cougnaud/,0,0,0.00,0,93,"[15,15,9,12,28,9,6,12,6,12,15,9]",2023-06-12,"Knowledge panel, Reviews, People also ask, Indented, Related searches",navigational,Organic
au feu de bois le blanc-mesnil menu,38,38,50,21,0.00,https://www.cougnaud-construction.com/realisations/restaurant-scolaire-le-blanc-mesnil/,0,0,0.00,0.03,86,"[27,9,0,100,100,100,100,18,18,18]",2023-06-10,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches","informational, transactional",Organic
laboratoire analyse montpon,41,41,70,28,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0.02,67,"[19,19,23,23,23,23,52,42,52,33,33,19]",2023-06-04,"Local pack, Image pack, Find results on, Indented",commercial,Organic
paris fc adresse,24,24,70,25,0.00,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0,13200000,"[22,22,4,4,4,4,4,22,22,22,18,22]",2023-06-03,"Local pack, Image pack, Reviews, People also ask, Find results on, Twitter carousel, Indented, Related searches",informational,Organic
ce cougnaud,7,7,50,11,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0,84,"[5,5,5,5,28,5,28,28,23,28,10,12]",2023-06-11,"Image pack, Sitelinks, Reviews, Indented",navigational,Organic
lycée de vincennes,71,71,50,29,0.00,https://www.cougnaud-construction.com/ouverture-college-vincennes/,0,0,0.00,0,1470000,"[9,9,9,9,9,9,9,9,52,52,100,52]",2023-06-03,"Local pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
ecole dacier angers,59,59,40,18,0.00,https://www.cougnaud-construction.com/realisations/restaurant-scolaire-angers/,0,0,0.00,0,66,"[8,8,1,1,8,1,1,1,1,1,1,1]",2023-06-22,"Knowledge panel, Reviews, Related searches",informational,Organic
csapa poitiers,53,53,390,24,0.00,https://www.cougnaud-construction.com/wp-content/uploads/2018/03/GC_PS-CC-CENTRE-ADDICTO-POITIERS-P1406297-LR-CMYK-A4-FR-01.pdf,0,0,0.00,0,85,"[81,81,54,44,81,66,81,54,81,81,100,81]",2023-06-17,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, FAQ, Indented, Related searches","navigational, transactional",Organic
construction.,94,94,90,78,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,2800000000,"[0,0,0,0,54,100,43,10,2,22,4,2]",2023-06-23,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, Video Carousel, People also ask, Find results on, Indented, Related searches",commercial,Organic
ecole x,92,92,480,44,1.23,https://www.cougnaud-construction.com/realisations/ecole-polytechnique-palaiseau/,0,0,0.00,0.02,96200000,"[66,81,66,54,54,54,66,54,66,54,66,54]",2023-06-17,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Twitter carousel, Indented, Related searches",navigational,Organic
acg bergerac,39,39,40,27,1.41,https://www.cougnaud-construction.com/realisations/clinique-veterinaire/,0,0,0.00,0.05,77,"[18,18,18,18,18,18,18,18,100,18,100,100]",2023-06-21,"Knowledge panel, Image pack, Reviews, Image, Related searches",transactional,Organic
kérichen brest,79,79,480,26,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen-brest-29/,0,0,0.00,0,88,"[54,100,81,100,81,54,81,54,66,44,100,36]",2023-06-23,"Sitelinks, Reviews, Image, Video Carousel, Address pack, Related searches",navigational,Organic
saint nazaire chantier naval,72,72,390,19,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,205000,"[59,48,59,100,48,48,26,39,39,26,21,32]",2023-06-16,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
restaurant saint mars du desert,84,84,90,19,0.00,https://www.cougnaud-construction.com/realisations/vestiaire-saint-mars-du-desert/,0,0,0.00,0,4380000,"[14,35,78,78,78,78,100,64,64,78,64,78]",2023-06-08,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",commercial,Organic
orly foot,79,79,90,22,0.00,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0,5140000,"[78,78,64,35,50,100,78,64,64,64,35,78]",2023-05-29,"Local pack, Image pack, Reviews, Find results on, Related searches",commercial,Organic
centre de loisirs l'hay les roses,65,65,40,20,0.00,https://www.cougnaud-construction.com/realisations/maison-de-quartier-centre-de-loisirs-et-office-de-restauration/,0,0,0.00,0,100,"[11,100,11,11,23,11,41,11,11,11,11,11]",2023-05-30,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches",commercial,Organic
maison bloc modulaire,95,95,40,12,0.45,https://www.cougnaud-construction.com/,0,0,0.00,1,1810000,"[12,7,5,5,7,10,23,5,5,10,12,10]",2023-05-31,"Sitelinks, Reviews, Image, Ads bottom, Shopping ads, People also ask, Indented, Related searches",informational,Organic
connstruction,76,76,40,48,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,2780000000,"[0,19,0,0,0,4,33,100,0,0,33,42]",2023-06-05,"Instant answer, Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Related searches",commercial,Organic
cité scolaire kerichen,44,44,140,21,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen/,0,0,0.00,0.01,79,"[64,64,64,64,64,100,82,64,100,64,100,41]",2023-06-11,"Image pack, Sitelinks, Reviews, Image, Indented, Address pack, Related searches",informational,Organic
vallourec aulnoye-aymeries,58,58,170,22,0.00,https://www.cougnaud-construction.com/realisations/batiment-administratif/,0,0,0.00,0,98,"[54,4,2,4,66,29,8,54,18,14,29,100]",2023-06-13,"Local pack, Reviews, Image, Video Carousel, Indented, Related searches",navigational,Organic
constructeur maison bepos,95,95,90,5,0.63,https://www.cougnaud-construction.com/bepos/,0,0,0.00,0.2,12900,"[11,17,64,100,52,52,52,64,52,41,52,52]",2023-06-14,"Reviews, People also ask, Indented, Related searches",informational,Organic
biod'oc,26,26,110,25,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,66,"[0,0,100,0,5,4,5,7,7,1,0,5]",2023-06-12,"Local pack, Image pack, Sitelinks, Indented, Related searches",navigational,Organic
foyer charleville mézières,34,34,70,15,0.00,https://www.cougnaud-construction.com/foyer-de-lenfance-construit-cougnaud/,0,0,0.00,0,340000,"[6,15,12,34,34,34,34,34,28,6,9,9]",2023-06-12,"Local pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
la gare maritime,65,65,260,24,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-finist-merc/,0,0,0.00,0,10700000,"[22,81,81,100,66,66,66,81,54,4,4,4]",2023-06-12,"Local pack, Image pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
psg saint germain en laye,59,59,110,37,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-psg/,0,0,0.00,0,1280000,"[64,52,64,82,82,52,82,82,100,64,52,52]",2023-06-05,"Instant answer, Knowledge panel, Local pack, Image pack, Sitelinks, Reviews, People also ask, Find results on, Twitter carousel, Indented, Related searches","commercial, informational",Organic
salle de dance,81,81,70,12,0.34,https://www.cougnaud-construction.com/realisations/salle-de-danse-saint-gilles/,0,0,0.00,0.03,24100000,"[50,50,0,21,100,78,64,64,28,0,64,21]",2023-06-05,"Knowledge panel, Local pack, Reviews, Image, Video Carousel, Find results on, Related searches",commercial,Organic
collèges nancy,62,62,390,21,1.21,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,24700000,"[81,100,44,36,81,54,54,54,100,44,0,0]",2023-06-25,"Local pack, Sitelinks, Reviews, Featured snippet, People also ask, Find results on, Indented, Related searches",commercial,Organic
foyer de l'enfance la roche sur yon,62,62,140,20,0.00,https://www.cougnaud-construction.com/foyer-de-lenfance-construit-cougnaud/,0,0,0.00,0,77,"[52,23,52,52,66,80,52,52,80,66,100,66]",2023-06-07,"Knowledge panel, Reviews, Indented, Related searches",navigational,Organic
faurecia marckolsheim,15,15,140,19,0.00,https://www.cougnaud-construction.com/realisations/faurecia/,0,0,0.00,0,100,"[65,43,34,21,43,34,34,34,43,34,34,34]",2023-06-19,"Knowledge panel, Reviews, Image, Indented",navigational,Organic
lycee romain rolland goussainville 95,87,87,40,24,0.00,https://www.cougnaud-construction.com/realisations/lycee-argenteuil/,0,0,0.00,0,88,"[18,18,18,100,100,18,18,18,18,18,18,18]",2023-06-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
mob construction,4,4,40,16,0.68,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/mob-bois/,0,0,0.00,0.03,27600000,"[15,21,9,6,6,6,34,6,6,6,6,6]",2023-05-27,"Local pack, Image pack, Sitelinks, Reviews, People also ask, Find results on, Indented, Related searches",commercial,Organic
club france television,49,49,590,21,0.00,https://www.cougnaud-construction.com/realisations/locaux-administratifs-france-televisions/,0,0,0.00,0,94,"[55,45,30,20,45,8,24,100,30,55,55,30]",2023-06-22,"Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
accior les sables d'olonne,35,35,70,28,0.00,https://www.cougnaud-construction.com/realisations/siege-social-accior/,0,0,0.00,0,67,"[17,17,11,0,52,11,52,64,100,64,64,41]",2023-06-19,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, FAQ, Indented, Related searches",navigational,Organic
algeco prix m2,48,48,40,18,0.77,https://www.cougnaud-construction.com/,0,0,0.00,0.53,51100,"[7,19,15,11,19,11,15,15,15,11,11,11]",2023-06-10,"Sitelinks, Reviews, Image, People also ask, Indented, Related searches",transactional,Organic
hôpital de sens,20,20,2900,26,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-sens/,0,0,0.00,0,36600000,"[100,66,66,66,66,66,80,52,100,66,100,80]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
toute la danse dans le 85,69,69,70,18,0.00,https://www.cougnaud-construction.com/realisations/salle-de-danse-saint-gilles/,0,0,0.00,0,5700000,"[18,18,18,18,63,100,100,100,100,18,81,100]",2023-06-09,"Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
office notarial la roche sur yon,65,65,70,15,0.00,https://www.cougnaud-construction.com/realisations/office-notarial/,0,0,0.00,0,68,"[14,14,28,21,78,78,78,14,21,78,64,78]",2023-06-21,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
construction bim,74,74,50,37,0.46,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/le-bim/,0,0,0.00,0.14,43900000,"[29,23,11,17,29,23,17,23,100,11,29,23]",2023-06-15,"Image pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
lycee georges de la tour,54,54,590,31,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,100,"[76,67,55,36,45,30,30,20,20,55,36,16]",2023-06-20,"Local pack, Sitelinks, Find results on, Indented","commercial, navigational",Organic
centre charcot,44,44,90,20,0.00,https://www.cougnaud-construction.com/realisations/centre-hospitalier-charcot/,0,0,0.00,0,3220000,"[10,22,22,10,10,29,22,18,18,22,4,6]",2023-06-01,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
veto coex,21,21,50,12,0.00,https://www.cougnaud-construction.com/construction-de-batiments-medicaux/construction-de-cliniques-veterinaires/,0,0,0.00,0,56200,"[23,52,11,29,29,41,41,23,29,41,29,29]",2023-06-17,"Knowledge panel, Image pack, Reviews, Related searches",navigational,Organic
laboratoire pont rouge carcassonne,88,88,50,18,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,88,"[15,15,15,2,2,2,2,6,5,4,5,4]",2023-06-19,"Knowledge panel, Image pack, Related searches",navigational,Organic
construction hors limites,47,47,320,24,0.00,https://www.cougnaud-construction.com/la-construction-hors-site-revolutionne-le-marche/,0,0,0.00,0,41900000,"[67,100,44,44,23,19,7,10,67,19,12,10]",2023-06-18,"Knowledge panel, Sitelinks, Reviews, Video Carousel, Indented","informational, transactional",Organic
vallourec aulnoye aymeries,50,50,590,20,0.00,https://www.cougnaud-construction.com/realisations/batiment-administratif/,0,0,0.00,0,95,"[100,45,45,30,36,55,45,30,67,45,55,36]",2023-06-12,"Local pack, Reviews, Image, Video Carousel, Related searches",navigational,Organic
batiment modulaire occasion,36,36,90,7,1.29,https://www.cougnaud-construction.com/,0,0,0.00,0.97,60200,"[52,52,52,64,52,64,52,41,52,82,64,41]",2023-06-16,"Local pack, Reviews, Image, Ads bottom, Find results on, Indented, Related searches",commercial,Organic
ruiller,90,90,90,15,0.00,https://www.cougnaud-construction.com/realisations/ecole-ruille-froid-fonds/,0,0,0.00,0,29500,"[43,28,28,28,28,28,21,28,28,34,28,43]",2023-06-05,"Image pack, Sitelinks, Reviews, Image, Indented, Address pack",informational,Organic
